Iteration,Hash Function,Speed (s),Collisions,Per-Image Resistance,Second-per-Image Resistance (s),Entropy,Memory Usage (MiB),Efficiency Score
216,SHA-3-512,0.001016378,8501,TRUE,0.82332921,5.90625,0,0.000117701
216,MD5,0.00092721,8501,TRUE,1.206083298,4,0,0.000117675
217,SHA-3-256,0,8504,TRUE,0.828550577,4.8125,0,0.000117644
217,SHA-512,0.000995159,8505,TRUE,0.894011021,5.71875,0,0.000117643
217,SHA-256,0.001273394,8503,TRUE,0.768428564,4.9375,0,0.00011766
217,SHA-3-512,0,8502,TRUE,0.814974308,5.90625,0,0.000117687
217,MD5,0,8502,TRUE,1.11887598,4,0,0.000117661
218,SHA-3-256,0,8503,TRUE,0.835008621,4.8125,0,0.000117658
218,SHA-512,0.000997543,8502,TRUE,0.740357637,5.71875,0,0.000117685
218,SHA-256,0.001009703,8501,TRUE,0.745738745,4.9375,0,0.000117688
218,SHA-3-512,0.000956535,8505,TRUE,0.729557514,5.90625,0,0.000117646
218,MD5,0.001002789,8504,TRUE,0.701727867,4,0,0.000117633
219,SHA-3-256,0.000967503,8500,TRUE,0.718703985,4.8125,0,0.0001177
219,SHA-512,0,8502,TRUE,0.680655956,5.71875,0,0.000117685
219,SHA-256,0,8502,TRUE,0.742519379,4.9375,0,0.000117674
219,SHA-3-512,0.00099659,8503,TRUE,0.72970295,5.90625,0,0.000117673
219,MD5,0.001315832,8501,TRUE,0.717685461,4,0,0.000117675
220,SHA-3-256,0,8504,TRUE,0.68770647,4.8125,0,0.000117644
220,SHA-512,0,8505,TRUE,0.713685513,5.71875,0,0.000117643
220,SHA-256,0,8502,TRUE,0.711689949,4.9375,0,0.000117674
220,SHA-3-512,0,8500,TRUE,0.685782433,5.90625,0,0.000117715
220,MD5,0.00101018,8503,TRUE,0.725718021,4,0,0.000117647
221,SHA-3-256,0,8504,TRUE,0.681642771,4.8125,0,0.000117644
221,SHA-512,0,8501,TRUE,0.685707569,5.71875,0,0.000117699
221,SHA-256,0.00099659,8504,TRUE,0.64085865,4.9375,0,0.000117646
221,SHA-3-512,0,8501,TRUE,0.688697815,5.90625,0,0.000117701
221,MD5,0,8501,TRUE,0.700736761,4,0,0.000117675
222,SHA-3-256,0.00099659,8502,TRUE,0.769432545,4.8125,0,0.000117672
222,SHA-512,0.001003027,8501,TRUE,0.73255825,5.71875,0,0.000117699
222,SHA-256,0,8501,TRUE,0.681718349,4.9375,0,0.000117688
222,SHA-3-512,0,8502,TRUE,0.736716986,5.90625,0,0.000117687
222,MD5,0,8501,TRUE,0.71062541,4,0,0.000117675
223,SHA-3-256,0,8500,TRUE,0.716965199,4.8125,0,0.0001177
223,SHA-512,0.000933409,8501,TRUE,0.745664358,5.71875,0,0.000117699
223,SHA-256,0,8500,TRUE,0.738355637,4.9375,0,0.000117702
223,SHA-3-512,0,8501,TRUE,0.723656654,5.90625,0,0.000117701
223,MD5,0.001057386,8500,TRUE,0.686701298,4,0,0.000117689
224,SHA-3-256,0,8501,TRUE,0.683713913,4.8125,0,0.000117686
224,SHA-512,0.001013994,8504,TRUE,0.73845458,5.71875,0,0.000117657
224,SHA-256,0,8500,TRUE,0.705570221,4.9375,0,0.000117702
224,SHA-3-512,0,8501,TRUE,0.691762447,5.90625,0,0.000117701
224,MD5,0,8504,TRUE,0.717597961,4,0,0.000117633
225,SHA-3-256,0.000975609,8501,TRUE,0.739010096,4.8125,0,0.000117686
225,SHA-512,0.00099659,8502,TRUE,0.685731173,5.71875,0,0.000117685
225,SHA-256,0,8501,TRUE,0.716683388,4.9375,0,0.000117688
225,SHA-3-512,0.00099659,8504,TRUE,0.690761566,5.90625,0,0.00011766
225,MD5,0.000991106,8502,TRUE,0.695674181,4,0,0.000117661
226,SHA-3-256,0,8501,TRUE,0.881421804,4.8125,0,0.000117686
226,SHA-512,0,8502,TRUE,0.750208378,5.71875,0,0.000117685
226,SHA-256,0.000982285,8501,TRUE,0.974114656,4.9375,0,0.000117688
226,SHA-3-512,0,8502,TRUE,0.718744993,5.90625,0,0.000117687
226,MD5,0,8503,TRUE,0.908417702,4,0,0.000117647
227,SHA-3-256,0,8503,TRUE,0.700652122,4.8125,0,0.000117658
227,SHA-512,0.001013756,8501,TRUE,1.119411707,5.71875,0,0.000117699
227,SHA-256,0,8502,TRUE,0.694429159,4.9375,0,0.000117674
227,SHA-3-512,0.000924826,8500,TRUE,0.837257624,5.90625,0,0.000117715
227,MD5,0,8501,TRUE,0.717683315,4,0,0.000117675
228,SHA-3-256,0,8502,TRUE,0.724011421,4.8125,0,0.000117672
228,SHA-512,0.00099802,8503,TRUE,0.700735331,5.71875,0,0.000117671
228,SHA-256,0.00098896,8502,TRUE,0.727780104,4.9375,0,0.000117674
228,SHA-3-512,0.001029015,8502,TRUE,0.68870163,5.90625,0,0.000117687
228,MD5,0.000440121,8503,TRUE,0.749981165,4,0,0.000117647
229,SHA-3-256,0.000501156,8503,TRUE,0.831535816,4.8125,0,0.000117658
229,SHA-512,0,8502,TRUE,0.692600012,5.71875,0,0.000117685
229,SHA-256,0.000994921,8501,TRUE,0.74529171,4.9375,0,0.000117688
229,SHA-3-512,0,8501,TRUE,0.704644442,5.90625,0,0.000117701
229,MD5,0.000998974,8502,TRUE,0.822595358,4,0,0.000117661
230,SHA-3-256,0.000997305,8501,TRUE,0.742310762,4.8125,0,0.000117686
230,SHA-512,0.000978708,8501,TRUE,0.915679455,5.71875,0,0.000117699
230,SHA-256,0,8502,TRUE,0.760149479,4.9375,0,0.000117674
230,SHA-3-512,0,8500,TRUE,0.956914902,5.90625,0,0.000117715
230,MD5,0,8502,TRUE,0.776225805,4,0,0.000117661
231,SHA-3-256,0,8501,TRUE,0.901430368,4.8125,0,0.000117686
231,SHA-512,0,8500,TRUE,0.695052385,5.71875,0,0.000117712
231,SHA-256,0,8502,TRUE,0.733844042,4.9375,0,0.000117674
231,SHA-3-512,0,8502,TRUE,0.734451771,5.90625,0,0.000117687
231,MD5,0,8505,TRUE,0.766277552,4,0,0.000117619
232,SHA-3-256,0,8502,TRUE,0.693403006,4.8125,0,0.000117672
232,SHA-512,0,8506,TRUE,0.75156641,5.71875,0,0.000117629
232,SHA-256,0.000997305,8503,TRUE,0.709629536,4.9375,0,0.00011766
232,SHA-3-512,0,8503,TRUE,0.734541416,5.90625,0,0.000117673
232,MD5,0.000533104,8503,TRUE,0.694434404,4,0,0.000117647
233,SHA-3-256,0,8501,TRUE,0.693679571,4.8125,0,0.000117686
233,SHA-512,0.000415802,8502,TRUE,0.742508411,5.71875,0,0.000117685
233,SHA-256,0,8503,TRUE,0.71049118,4.9375,0,0.00011766
233,SHA-3-512,0.001004934,8505,TRUE,0.68869853,5.90625,0,0.000117646
233,MD5,0.000929832,8504,TRUE,0.698741674,4,0,0.000117633
234,SHA-3-256,0,8501,TRUE,0.755366802,4.8125,0,0.000117686
234,SHA-512,0,8501,TRUE,0.691754341,5.71875,0,0.000117699
234,SHA-256,0.00100255,8502,TRUE,0.726663828,4.9375,0,0.000117674
234,SHA-3-512,0,8503,TRUE,0.698689699,5.90625,0,0.000117673
234,MD5,0,8502,TRUE,0.695456743,4,0,0.000117661
235,SHA-3-256,0,8502,TRUE,0.770421267,4.8125,0,0.000117672
235,SHA-512,0.000996351,8504,TRUE,0.848478079,5.71875,0,0.000117657
235,SHA-256,0.000981569,8502,TRUE,0.981108665,4.9375,0,0.000117674
235,SHA-3-512,0,8503,TRUE,0.723137856,5.90625,0,0.000117673
235,MD5,0,8501,TRUE,0.6578722,4,0,0.000117675
236,SHA-3-256,0,8501,TRUE,0.950309515,4.8125,0,0.000117686
236,SHA-512,0,8502,TRUE,0.928789377,5.71875,0,0.000117685
236,SHA-256,0,8503,TRUE,1.045724869,4.9375,0,0.00011766
236,SHA-3-512,0,8500,TRUE,0.924428463,5.90625,0,0.000117715
236,MD5,0.001003027,8500,TRUE,0.872831106,4,0,0.000117689
237,SHA-3-256,0,8501,TRUE,0.803999186,4.8125,0,0.000117686
237,SHA-512,0.000995874,8502,TRUE,0.853979349,5.71875,0,0.000117685
237,SHA-256,0,8501,TRUE,0.734538317,4.9375,0,0.000117688
237,SHA-3-512,0,8503,TRUE,0.795521259,5.90625,0,0.000117673
237,MD5,0,8501,TRUE,0.786786556,4,0,0.000117675
238,SHA-3-256,0,8501,TRUE,0.719473362,4.8125,0,0.000117686
238,SHA-512,0,8500,TRUE,0.682918549,5.71875,0,0.000117712
238,SHA-256,0.000997305,8503,TRUE,0.81581378,4.9375,0,0.00011766
238,SHA-3-512,0,8502,TRUE,0.697257996,5.90625,0,0.000117687
238,MD5,0.000996828,8503,TRUE,0.703882456,4,0,0.000117647
239,SHA-3-256,0,8502,TRUE,0.743352413,4.8125,0,0.000117672
239,SHA-512,0.001008987,8501,TRUE,0.755007744,5.71875,0,0.000117699
239,SHA-256,0.000776291,8503,TRUE,0.717371941,4.9375,0,0.00011766
239,SHA-3-512,0.001009464,8502,TRUE,0.719828844,5.90625,0,0.000117687
239,MD5,0.00099206,8500,TRUE,0.725006819,4,0,0.000117689
240,SHA-3-256,0,8502,TRUE,0.756443262,4.8125,0,0.000117672
240,SHA-512,0,8501,TRUE,0.909040213,5.71875,0,0.000117699
240,SHA-256,0,8502,TRUE,0.86460638,4.9375,0,0.000117674
240,SHA-3-512,0,8502,TRUE,0.894020796,5.90625,0,0.000117687
240,MD5,0.000997305,8501,TRUE,0.661334753,4,0,0.000117675
241,SHA-3-256,0,8504,TRUE,0.737743855,4.8125,0,0.000117644
241,SHA-512,0,8503,TRUE,0.82379961,5.71875,0,0.000117671
241,SHA-256,0.001007557,8503,TRUE,0.741430998,4.9375,0,0.00011766
241,SHA-3-512,0.000490189,8501,TRUE,0.840781689,5.90625,0,0.000117701
241,MD5,0,8501,TRUE,0.795715094,4,0,0.000117675
242,SHA-3-256,0.000992537,8501,TRUE,0.811379433,4.8125,0,0.000117686
242,SHA-512,0.000997543,8500,TRUE,0.833999157,5.71875,0,0.000117712
242,SHA-256,0,8503,TRUE,0.787045956,4.9375,0,0.00011766
242,SHA-3-512,0,8500,TRUE,0.766920805,5.90625,0,0.000117715
242,MD5,0.00099659,8501,TRUE,0.974331141,4,0,0.000117675
243,SHA-3-256,0,8503,TRUE,0.71944809,4.8125,0,0.000117658
243,SHA-512,0,8501,TRUE,0.760492802,5.71875,0,0.000117699
243,SHA-256,0,8502,TRUE,0.717159748,4.9375,0,0.000117674
243,SHA-3-512,0.000971556,8503,TRUE,0.734847784,5.90625,0,0.000117673
243,MD5,0,8500,TRUE,0.705943346,4,0,0.000117689
244,SHA-3-256,0,8502,TRUE,0.745772839,4.8125,0,0.000117672
244,SHA-512,0.000992537,8501,TRUE,0.724927902,5.71875,0,0.000117699
244,SHA-256,0.001026154,8501,TRUE,0.706350088,4.9375,0,0.000117688
244,SHA-3-512,0,8503,TRUE,0.81115818,5.90625,0,0.000117673
244,MD5,0,8501,TRUE,0.746903896,4,0,0.000117675
245,SHA-3-256,0,8501,TRUE,0.890131474,4.8125,0,0.000117686
245,SHA-512,0,8501,TRUE,0.72831893,5.71875,0,0.000117699
245,SHA-256,0,8501,TRUE,0.937529087,4.9375,0,0.000117688
245,SHA-3-512,0,8503,TRUE,0.791863441,5.90625,0,0.000117673
245,MD5,0,8505,TRUE,0.695777893,4,0,0.000117619
246,SHA-3-256,0,8501,TRUE,0.851230621,4.8125,0,0.000117686
246,SHA-512,0,8504,TRUE,0.766953945,5.71875,0,0.000117657
246,SHA-256,0,8501,TRUE,0.672940016,4.9375,0,0.000117688
246,SHA-3-512,0.000996351,8503,TRUE,0.814596653,5.90625,0,0.000117673
246,MD5,0.000996351,8502,TRUE,0.731501341,4,0,0.000117661
247,SHA-3-256,0,8501,TRUE,0.740666151,4.8125,0,0.000117686
247,SHA-512,0,8502,TRUE,0.761366606,5.71875,0,0.000117685
247,SHA-256,0,8502,TRUE,0.864878416,4.9375,0,0.000117674
247,SHA-3-512,0.000996828,8502,TRUE,0.973459721,5.90625,0,0.000117687
247,MD5,0,8505,TRUE,0.750561237,4,0,0.000117619
248,SHA-3-256,0,8504,TRUE,0.765220642,4.8125,0,0.000117644
248,SHA-512,0.000931263,8503,TRUE,0.767872334,5.71875,0,0.000117671
248,SHA-256,0,8502,TRUE,0.840529203,4.9375,0,0.000117674
248,SHA-3-512,0,8501,TRUE,0.707085371,5.90625,0,0.000117701
248,MD5,0.000998259,8500,TRUE,0.780835629,4,0,0.000117689
249,SHA-3-256,0,8501,TRUE,0.761204004,4.8125,0,0.000117686
249,SHA-512,0.001360893,8506,TRUE,0.774706125,5.71875,0,0.000117629
249,SHA-256,0.00092721,8501,TRUE,0.877184391,4.9375,0,0.000117688
249,SHA-3-512,0,8500,TRUE,0.758624315,5.90625,0,0.000117715
249,MD5,0.001001358,8501,TRUE,0.785345554,4,0,0.000117675
250,SHA-3-256,0,8500,TRUE,0.750924826,4.8125,0,0.0001177
250,SHA-512,0,8501,TRUE,0.755504131,5.71875,0,0.000117699
250,SHA-256,0,8503,TRUE,0.794139862,4.9375,0,0.00011766
250,SHA-3-512,0.000301361,8501,TRUE,0.730214119,5.90625,0,0.000117701
250,MD5,0.000989199,8503,TRUE,0.697733879,4,0,0.000117647
251,SHA-3-256,0,8502,TRUE,0.777704716,4.8125,0,0.000117672
251,SHA-512,0.000932455,8501,TRUE,0.862251282,5.71875,0,0.000117699
251,SHA-256,0,8502,TRUE,0.746391773,4.9375,0,0.000117674
251,SHA-3-512,0.000991821,8502,TRUE,0.786175251,5.90625,0,0.000117687
251,MD5,0.000104189,8503,TRUE,0.749943495,4,0,0.000117647
252,SHA-3-256,0,8503,TRUE,0.943869591,4.8125,0,0.000117658
252,SHA-512,0,8501,TRUE,0.719676733,5.71875,0,0.000117699
252,SHA-256,0.000926971,8502,TRUE,0.846823931,4.9375,0,0.000117674
252,SHA-3-512,0.00099659,8500,TRUE,0.740244627,5.90625,0,0.000117715
252,MD5,0.001029491,8502,TRUE,0.701043844,4,0,0.000117661
253,SHA-3-256,0,8502,TRUE,0.772144794,4.8125,0,0.000117672
253,SHA-512,0,8500,TRUE,0.760938883,5.71875,0,0.000117712
253,SHA-256,0,8503,TRUE,0.683895111,4.9375,0,0.00011766
253,SHA-3-512,0.000964165,8500,TRUE,0.830181599,5.90625,0,0.000117715
253,MD5,0,8501,TRUE,0.805117846,4,0,0.000117675
254,SHA-3-256,0,8504,TRUE,0.786195517,4.8125,0,0.000117644
254,SHA-512,0,8500,TRUE,0.900761127,5.71875,0,0.000117712
254,SHA-256,0,8502,TRUE,0.756898642,4.9375,0,0.000117674
254,SHA-3-512,0,8502,TRUE,0.973837137,5.90625,0,0.000117687
254,MD5,0,8501,TRUE,0.729221821,4,0,0.000117675
255,SHA-3-256,0,8502,TRUE,0.783298016,4.8125,0,0.000117672
255,SHA-512,0.000424385,8501,TRUE,0.823359728,5.71875,0,0.000117699
255,SHA-256,0,8501,TRUE,0.836329222,4.9375,0,0.000117688
255,SHA-3-512,0.00100708,8505,TRUE,0.738106012,5.90625,0,0.000117646
255,MD5,0,8501,TRUE,0.749189138,4,0,0.000117675
256,SHA-3-256,0,8503,TRUE,0.756961346,4.8125,0,0.000117658
256,SHA-512,0.000997543,8501,TRUE,0.705291748,5.71875,0,0.000117699
256,SHA-256,0,8500,TRUE,0.728232145,4.9375,0,0.000117702
256,SHA-3-512,0.000997066,8500,TRUE,0.808245182,5.90625,0,0.000117715
256,MD5,0,8501,TRUE,0.777671576,4,0,0.000117675
257,SHA-3-256,0.000927925,8502,TRUE,0.73663187,4.8125,0,0.000117672
257,SHA-512,0,8502,TRUE,0.743780136,5.71875,0,0.000117685
257,SHA-256,0,8502,TRUE,0.739165068,4.9375,0,0.000117674
257,SHA-3-512,0.001011372,8500,TRUE,0.856590748,5.90625,0,0.000117715
257,MD5,0,8501,TRUE,0.763862133,4,0,0.000117675
258,SHA-3-256,0,8501,TRUE,0.816403866,4.8125,0,0.000117686
258,SHA-512,0,8501,TRUE,0.716966391,5.71875,0,0.000117699
258,SHA-256,0.00099659,8500,TRUE,0.784379959,4.9375,0,0.000117702
258,SHA-3-512,0,8500,TRUE,0.785010815,5.90625,0,0.000117715
258,MD5,0,8500,TRUE,0.722089052,4,0,0.000117689
259,SHA-3-256,0,8502,TRUE,0.758065939,4.8125,0,0.000117672
259,SHA-512,0.000991344,8501,TRUE,0.71893239,5.71875,0,0.000117699
259,SHA-256,0,8503,TRUE,0.907529354,4.9375,0,0.00011766
259,SHA-3-512,0.00099659,8502,TRUE,0.756412983,5.90625,0,0.000117687
259,MD5,0,8500,TRUE,0.690036058,4,0,0.000117689
260,SHA-3-256,0,8501,TRUE,0.700828314,4.8125,0,0.000117686
260,SHA-512,0.000987291,8500,TRUE,0.8383286,5.71875,0,0.000117712
260,SHA-256,0,8501,TRUE,0.783706903,4.9375,0,0.000117688
260,SHA-3-512,0,8503,TRUE,0.821498632,5.90625,0,0.000117673
260,MD5,0,8502,TRUE,0.850250483,4,0,0.000117661
261,SHA-3-256,0,8501,TRUE,0.86017108,4.8125,0,0.000117686
261,SHA-512,0.000997066,8501,TRUE,0.742913723,5.71875,0,0.000117699
261,SHA-256,0,8501,TRUE,0.82422328,4.9375,0,0.000117688
261,SHA-3-512,0,8504,TRUE,0.738576889,5.90625,0,0.00011766
261,MD5,0,8500,TRUE,0.826743364,4,0,0.000117689
262,SHA-3-256,0,8502,TRUE,0.848816395,4.8125,0,0.000117672
262,SHA-512,0.000998259,8501,TRUE,0.803065538,5.71875,0,0.000117699
262,SHA-256,0,8504,TRUE,0.731921911,4.9375,0,0.000117646
262,SHA-3-512,0.000996351,8503,TRUE,0.789829254,5.90625,0,0.000117673
262,MD5,0,8502,TRUE,0.743537903,4,0,0.000117661
263,SHA-3-256,0,8501,TRUE,0.709266186,4.8125,0,0.000117686
263,SHA-512,0,8502,TRUE,0.849043846,5.71875,0,0.000117685
263,SHA-256,0.000983477,8504,TRUE,0.782207727,4.9375,0,0.000117646
263,SHA-3-512,0,8501,TRUE,0.940348625,5.90625,0,0.000117701
263,MD5,0,8501,TRUE,0.782403231,4,0,0.000117675
264,SHA-3-256,0,8501,TRUE,0.732352495,4.8125,0,0.000117686
264,SHA-512,0,8504,TRUE,0.733004093,5.71875,0,0.000117657
264,SHA-256,0.001065731,8501,TRUE,0.690706015,4.9375,0,0.000117688
264,SHA-3-512,0,8504,TRUE,0.778484106,5.90625,0,0.00011766
264,MD5,0,8501,TRUE,0.733807564,4,0,0.000117675
265,SHA-3-256,0,8504,TRUE,0.737364054,4.8125,0,0.000117644
265,SHA-512,0,8503,TRUE,0.74653244,5.71875,0,0.000117671
265,SHA-256,0,8502,TRUE,0.765392065,4.9375,0,0.000117674
265,SHA-3-512,0.000996351,8503,TRUE,0.815092087,5.90625,0,0.000117673
265,MD5,0.000930309,8501,TRUE,0.845488787,4,0,0.000117675
266,SHA-3-256,0.000944376,8502,TRUE,0.816548109,4.8125,0,0.000117672
266,SHA-512,0,8503,TRUE,0.808454514,5.71875,0,0.000117671
266,SHA-256,0,8503,TRUE,0.700787783,4.9375,0,0.00011766
266,SHA-3-512,0.000939608,8502,TRUE,0.805591345,5.90625,0,0.000117687
266,MD5,0,8501,TRUE,0.757189989,4,0,0.000117675
267,SHA-3-256,0,8503,TRUE,0.723034143,4.8125,0,0.000117658
267,SHA-512,0.00099659,8502,TRUE,0.753747702,5.71875,0,0.000117685
267,SHA-256,0.001005888,8502,TRUE,0.742892265,4.9375,0,0.000117674
267,SHA-3-512,0,8501,TRUE,0.783176899,5.90625,0,0.000117701
267,MD5,0.000998497,8502,TRUE,0.751267433,4,0,0.000117661
268,SHA-3-256,0,8502,TRUE,0.8249681,4.8125,0,0.000117672
268,SHA-512,0,8501,TRUE,0.718461275,5.71875,0,0.000117699
268,SHA-256,0.00096941,8501,TRUE,0.933493376,4.9375,0,0.000117688
268,SHA-3-512,0.000996351,8502,TRUE,0.650285006,5.90625,0,0.000117687
268,MD5,0.000995636,8501,TRUE,0.939263344,4,0,0.000117675
269,SHA-3-256,0.000478029,8502,TRUE,0.760134459,4.8125,0,0.000117672
269,SHA-512,0,8502,TRUE,0.671324492,5.71875,0,0.000117685
269,SHA-256,0,8502,TRUE,0.756710291,4.9375,0,0.000117674
269,SHA-3-512,0,8503,TRUE,0.76578784,5.90625,0,0.000117673
269,MD5,0,8501,TRUE,0.764014721,4,0,0.000117675
270,SHA-3-256,0.000938177,8501,TRUE,0.758184433,4.8125,0,0.000117686
270,SHA-512,0.000982761,8503,TRUE,0.715755463,5.71875,0,0.000117671
270,SHA-256,0,8502,TRUE,0.72827816,4.9375,0,0.000117674
270,SHA-3-512,0,8501,TRUE,0.734464407,5.90625,0,0.000117701
270,MD5,0.000999689,8501,TRUE,0.782452106,4,0,0.000117675
271,SHA-3-256,0,8502,TRUE,0.851122141,4.8125,0,0.000117672
271,SHA-512,0,8501,TRUE,0.743652105,5.71875,0,0.000117699
271,SHA-256,0.000997066,8502,TRUE,0.836963177,4.9375,0,0.000117674
271,SHA-3-512,0,8502,TRUE,0.82645607,5.90625,0,0.000117687
271,MD5,0,8502,TRUE,0.782071829,4,0,0.000117661
272,SHA-3-256,0.001145363,8501,TRUE,0.754747629,4.8125,0,0.000117686
272,SHA-512,0,8502,TRUE,0.826321602,5.71875,0,0.000117685
272,SHA-256,0,8501,TRUE,0.757902145,4.9375,0,0.000117688
272,SHA-3-512,0.000929356,8502,TRUE,0.708644152,5.90625,0,0.000117687
272,MD5,0,8500,TRUE,0.733411551,4,0,0.000117689
273,SHA-3-256,0,8502,TRUE,0.73779726,4.8125,0,0.000117672
273,SHA-512,0,8502,TRUE,0.908587933,5.71875,0,0.000117685
273,SHA-256,0.000996351,8502,TRUE,1.012654543,4.9375,0,0.000117674
273,SHA-3-512,0.00099659,8504,TRUE,0.91576767,5.90625,0,0.00011766
273,MD5,0.00099659,8502,TRUE,0.776914358,4,0,0.000117661
274,SHA-3-256,0,8503,TRUE,0.756504297,4.8125,0,0.000117658
274,SHA-512,0.000997066,8504,TRUE,0.74138546,5.71875,0,0.000117657
274,SHA-256,0.00056529,8501,TRUE,0.766854525,4.9375,0,0.000117688
274,SHA-3-512,0.001008987,8502,TRUE,0.767290592,5.90625,0,0.000117687
274,MD5,0.001037836,8504,TRUE,0.752057076,4,0,0.000117633
275,SHA-3-256,0.000954866,8501,TRUE,0.696116924,4.8125,0,0.000117686
275,SHA-512,0,8501,TRUE,0.690453291,5.71875,0,0.000117699
275,SHA-256,0.000107765,8500,TRUE,0.670832634,4.9375,0,0.000117702
275,SHA-3-512,0.000997543,8504,TRUE,0.709022045,5.90625,0,0.00011766
275,MD5,0,8503,TRUE,0.766794443,4,0,0.000117647
276,SHA-3-256,0,8504,TRUE,0.848348618,4.8125,0,0.000117644
276,SHA-512,0.00100565,8501,TRUE,0.969691277,5.71875,0,0.000117699
276,SHA-256,0.000998497,8502,TRUE,0.792687416,4.9375,0,0.000117674
276,SHA-3-512,0.000992537,8505,TRUE,0.8358531,5.90625,0,0.000117646
276,MD5,0,8503,TRUE,0.771473169,4,0,0.000117647
277,SHA-3-256,0,8503,TRUE,0.767616749,4.8125,0,0.000117658
277,SHA-512,0.001008987,8500,TRUE,0.840580463,5.71875,0,0.000117712
277,SHA-256,0,8503,TRUE,0.775506735,4.9375,0,0.00011766
277,SHA-3-512,0.000995398,8502,TRUE,0.821396112,5.90625,0,0.000117687
277,MD5,0.00092411,8502,TRUE,0.712177515,4,0,0.000117661
278,SHA-3-256,0,8504,TRUE,0.723375797,4.8125,0,0.000117644
278,SHA-512,0,8504,TRUE,0.756391525,5.71875,0,0.000117657
278,SHA-256,0,8502,TRUE,0.831049204,4.9375,0,0.000117674
278,SHA-3-512,0.000965357,8502,TRUE,0.757123709,5.90625,0,0.000117687
278,MD5,0,8501,TRUE,0.883905411,4,0,0.000117675
279,SHA-3-256,0,8500,TRUE,0.743852139,4.8125,0,0.0001177
279,SHA-512,0.000994205,8504,TRUE,0.809489727,5.71875,0,0.000117657
279,SHA-256,0.000999212,8501,TRUE,0.797015905,4.9375,0,0.000117688
279,SHA-3-512,0.001000166,8504,TRUE,0.826831579,5.90625,0,0.00011766
279,MD5,0,8503,TRUE,0.742411137,4,0,0.000117647
280,SHA-3-256,0,8501,TRUE,0.756091595,4.8125,0,0.000117686
280,SHA-512,0.000995159,8500,TRUE,0.731829405,5.71875,0,0.000117712
280,SHA-256,0.000995159,8505,TRUE,0.75428319,4.9375,0,0.000117632
280,SHA-3-512,0.00099659,8503,TRUE,0.769601583,5.90625,0,0.000117673
280,MD5,0,8503,TRUE,0.780883074,4,0,0.000117647
281,SHA-3-256,0,8503,TRUE,0.856980324,4.8125,0,0.000117658
281,SHA-512,0,8501,TRUE,0.714502096,5.71875,0,0.000117699
281,SHA-256,0,8503,TRUE,0.785614967,4.9375,0,0.00011766
281,SHA-3-512,0,8504,TRUE,0.927885294,5.90625,0,0.00011766
281,MD5,0,8502,TRUE,0.862387896,4,0,0.000117661
282,SHA-3-256,0,8503,TRUE,0.604967356,4.8125,0,0.000117658
282,SHA-512,0.000909567,8500,TRUE,0.772045612,5.71875,0,0.000117712
282,SHA-256,0.000924587,8502,TRUE,0.780386925,4.9375,0,0.000117674
282,SHA-3-512,0,8503,TRUE,0.914921522,5.90625,0,0.000117673
282,MD5,0,8501,TRUE,0.731328487,4,0,0.000117675
283,SHA-3-256,0,8501,TRUE,0.710979223,4.8125,0,0.000117686
283,SHA-512,0,8501,TRUE,0.753353834,5.71875,0,0.000117699
283,SHA-256,0.000993729,8500,TRUE,0.746720791,4.9375,0,0.000117702
283,SHA-3-512,0.000117779,8502,TRUE,0.903347254,5.90625,0,0.000117687
283,MD5,0.000905991,8501,TRUE,0.829393148,4,0,0.000117675
284,SHA-3-256,0,8501,TRUE,0.839326859,4.8125,0,0.000117686
284,SHA-512,0,8501,TRUE,0.738671064,5.71875,0,0.000117699
284,SHA-256,0,8500,TRUE,0.772956848,4.9375,0,0.000117702
284,SHA-3-512,0,8503,TRUE,0.74657011,5.90625,0,0.000117673
284,MD5,0.00101161,8504,TRUE,0.775504827,4,0,0.000117633
285,SHA-3-256,0.000910282,8501,TRUE,0.946427107,4.8125,0,0.000117686
285,SHA-512,0,8501,TRUE,0.711732864,5.71875,0,0.000117699
285,SHA-256,0.000999689,8501,TRUE,0.84273243,4.9375,0,0.000117688
285,SHA-3-512,0.00100255,8503,TRUE,0.764829159,5.90625,0,0.000117673
285,MD5,0.000978231,8502,TRUE,0.832338333,4,0,0.000117661
286,SHA-3-256,0.000997543,8501,TRUE,0.754451275,4.8125,0,0.000117686
286,SHA-512,0.000997066,8501,TRUE,0.713299274,5.71875,0,0.000117699
286,SHA-256,0.000996113,8502,TRUE,0.701740503,4.9375,0,0.000117674
286,SHA-3-512,0,8501,TRUE,0.881509781,5.90625,0,0.000117701
286,MD5,0,8502,TRUE,0.739759445,4,0,0.000117661
287,SHA-3-256,0,8501,TRUE,0.788970232,4.8125,0,0.000117686
287,SHA-512,0,8502,TRUE,0.735592842,5.71875,0,0.000117685
287,SHA-256,0.000997066,8503,TRUE,0.721707344,4.9375,0,0.00011766
287,SHA-3-512,0,8503,TRUE,0.831092358,5.90625,0,0.000117673
287,MD5,0.000926971,8502,TRUE,0.778554678,4,0,0.000117661
288,SHA-3-256,0,8502,TRUE,0.853519678,4.8125,0,0.000117672
288,SHA-512,0,8502,TRUE,0.829113007,5.71875,0,0.000117685
288,SHA-256,0,8500,TRUE,0.853066444,4.9375,0,0.000117702
288,SHA-3-512,0,8502,TRUE,0.856759548,5.90625,0,0.000117687
288,MD5,0,8501,TRUE,0.919183493,4,0,0.000117675
